	GCA_002899375.1_ASM289937v1_protein	GCA_002899415.1_ASM289941v1_protein	GCF_000264275.1_ASM26427v1_protein	GCF_000292365.1_ASM29236v1_protein	GCF_000336425.1_ASM33642v1_protein	GCF_000342205.1_SerMar_1.0_protein	GCF_000418815.1_S_marcescensMC620-1.0_protein	GCF_000418835.1_S_marcescensMC6001-1.0_protein	GCF_000418855.2_S_marcescensMC6000-1.0_protein	GCF_000418875.1_S_marcescensMC460-1.0_protein	GCF_000418895.1_S_marcescensMC459-1.0_protein	GCF_000418915.1_S_marcescensMC458-1.0_protein	GCF_000418935.1_S_marcescensAB42556419-isolate1-1.0_protein	GCF_000442375.1_S.marcescens_LCT-SM262_protein	GCF_000442455.1_S.marcescens_LCT-SM166_protein	GCF_000465615.2_GS_De_Novo_Assembly_protein	GCF_000513215.1_DB11_protein	GCF_000521905.1_Serr_marc_BIDMC_50_V1_protein	GCF_000521925.1_Serr_marc_BIDMC_44_V1_protein	GCF_000633335.1_de_novo_protein	GCF_000633555.1_de_novo_protein	GCF_000633695.1_Serr_marc_BIDMC_81_V1_protein	GCF_000633715.1_Serr_marc_BIDMC_80_V1_protein	GCF_000695485.1_smgenome_protein	GCF_000734475.1_ASM73447v1_protein	GCF_000735445.1_GSMA_DRAFTv1_protein	GCF_000738535.1_ASM73853v1_protein	GCF_000739215.1_ASM73921v1_protein	GCF_000743395.1_SAS_1_protein	GCF_000751195.1_Serratia_assembly_protein	GCF_000783615.1_ASM78361v2_protein	GCF_000783915.2_ASM78391v2_protein	GCF_000783975.2_ASM78397v2_protein	GCF_000805875.1_SmRM66262_v1.0_protein	GCF_000828775.1_ASM82877v1_protein	GCF_001007555.1_2015-04-28_protein	GCF_001022215.1_ASM102221v1_protein	GCF_001030265.1_Serr_marc_BWH57_V1_protein	GCF_001034395.1_Serr_marc_UCI87_V1_protein	GCF_001034405.1_Serr_marc_UCI88_V1_protein	GCF_001051865.1_ASM105186v1_protein	GCF_001060335.1_ASM106033v1_protein	GCF_001060585.1_ASM106058v1_protein	GCF_001060625.1_ASM106062v1_protein	GCF_001060655.1_ASM106065v1_protein	GCF_001061145.1_ASM106114v1_protein	GCF_001061195.1_ASM106119v1_protein	GCF_001061225.1_ASM106122v1_protein	GCF_001062235.1_ASM106223v1_protein	GCF_001062285.1_ASM106228v1_protein	GCF_001063125.1_ASM106312v1_protein	GCF_001063145.1_ASM106314v1_protein	GCF_001063175.1_ASM106317v1_protein	GCF_001063325.1_ASM106332v1_protein	GCF_001063375.1_ASM106337v1_protein	GCF_001064335.1_ASM106433v1_protein	GCF_001064345.1_ASM106434v1_protein	GCF_001064455.1_ASM106445v1_protein	GCF_001064715.1_ASM106471v1_protein	GCF_001064725.1_ASM106472v1_protein	GCF_001064835.1_ASM106483v1_protein	GCF_001064855.1_ASM106485v1_protein	GCF_001064975.1_ASM106497v1_protein	GCF_001065325.1_ASM106532v1_protein	GCF_001065405.1_ASM106540v1_protein	GCF_001065845.1_ASM106584v1_protein	GCF_001065935.1_ASM106593v1_protein	GCF_001066015.1_ASM106601v1_protein	GCF_001066945.1_ASM106694v1_protein	GCF_001067015.1_ASM106701v1_protein	GCF_001067375.1_ASM106737v1_protein	GCF_001068085.1_ASM106808v1_protein	GCF_001076625.1_ASM107662v1_protein	GCF_001280365.1_ASM128036v1_protein	GCF_001294565.1_ASM129456v1_protein	GCF_001317205.2_56_S29v.02_protein	GCF_001317425.2_59_S30v.02_protein	GCF_001417865.2_ASM141786v2_protein	GCF_001643155.1_ASM164315v1_protein	GCF_001853455.1_ASM185345v1_protein	GCF_001853495.1_ASM185349v1_protein	GCF_001889685.1_ASM188968v1_protein	GCF_001902635.1_ASM190263v1_protein	GCF_001908015.1_ASM190801v1_protein	GCF_001908035.1_ASM190803v1_protein	GCF_001909165.1_ASM190916v1_protein	GCF_001932655.1_ASM193265v1_protein	GCF_001940505.1_ASM194050v1_protein	GCF_001975745.1_ASM197574v1_protein	GCF_002007925.1_ASM200792v2_protein	GCF_002029205.1_ASM202920v1_protein	GCF_002029225.1_ASM202922v1_protein	GCF_002094145.1_ASM209414v1_protein	GCF_002104095.1_ASM210409v1_protein	GCF_002104105.1_ASM210410v1_protein	GCF_002104115.1_ASM210411v1_protein	GCF_002108655.1_ASM210865v1_protein	GCF_002118055.1_ASM211805v1_protein	GCF_002152845.1_ASM215284v1_protein	GCF_002153355.1_ASM215335v1_protein	GCF_002205475.1_ASM220547v1_protein	GCF_002220515.1_ASM222051v1_protein	GCF_002220535.1_ASM222053v1_protein	GCF_002220555.1_ASM222055v1_protein	GCF_002220575.1_ASM222057v1_protein	GCF_002220595.1_ASM222059v1_protein	GCF_002220615.1_ASM222061v1_protein	GCF_002220635.1_ASM222063v1_protein	GCF_002220655.1_ASM222065v1_protein	GCF_002220675.1_ASM222067v1_protein	GCF_002220695.1_ASM222069v1_protein	GCF_002220715.1_ASM222071v1_protein	GCF_002250685.1_ASM225068v1_protein	GCF_002264105.1_ASM226410v1_protein	GCF_002264175.1_ASM226417v1_protein	GCF_002264285.1_ASM226428v1_protein	GCF_002265665.1_ASM226566v1_protein	GCF_002592035.1_ASM259203v1_protein	GCF_002738105.1_ASM273810v1_protein	GCF_002738145.1_ASM273814v1_protein	GCF_002738155.1_ASM273815v1_protein	GCF_002738185.1_ASM273818v1_protein	GCF_002762595.1_ASM276259v1_protein	GCF_002810285.1_ASM281028v1_protein	GCF_002886905.1_ASM288690v1_protein	GCF_002887105.1_ASM288710v1_protein	GCF_002899335.1_ASM289933v1_protein	GCF_002899355.1_ASM289935v1_protein	GCF_002899365.1_ASM289936v1_protein	GCF_002915435.1_ASM291543v1_protein	GCF_002915445.1_ASM291544v1_protein	GCF_002915475.1_ASM291547v1_protein	GCF_002920335.1_ASM292033v1_protein	GCF_002920345.1_ASM292034v1_protein	GCF_002920375.1_ASM292037v1_protein	GCF_002920385.1_ASM292038v1_protein	GCF_002920415.1_ASM292041v1_protein	GCF_002920435.1_ASM292043v1_protein	GCF_002920455.1_ASM292045v1_protein	GCF_002920475.1_ASM292047v1_protein	GCF_002920485.1_ASM292048v1_protein	GCF_002920515.1_ASM292051v1_protein	GCF_002947235.1_ASM294723v1_protein	GCF_900029885.1_Sm_SMB2099_protein	GCF_900108835.1_SM1978_protein
OG0009792																																					GCF_001022215.1|WP_080346933.1																																																																																																												
OG0009793																																						GCF_001030265.1_Serr_marc_BWH57|WP_000014601.1																																																																																																											
OG0009794																																						GCF_001030265.1_Serr_marc_BWH57|WP_001144031.1																																																																																																											
OG0009795																																						GCF_001030265.1_Serr_marc_BWH57|WP_001567323.1																																																																																																											
OG0009796																																						GCF_001030265.1_Serr_marc_BWH57|WP_001581446.1																																																																																																											
OG0009797																																						GCF_001030265.1_Serr_marc_BWH57|WP_006809977.1																																																																																																											
OG0009798																																						GCF_001030265.1_Serr_marc_BWH57|WP_008324024.1																																																																																																											
OG0009799																																						GCF_001030265.1_Serr_marc_BWH57|WP_015060471.1																																																																																																											
OG0009800																																						GCF_001030265.1_Serr_marc_BWH57|WP_021314637.1																																																																																																											
OG0009801																																						GCF_001030265.1_Serr_marc_BWH57|WP_022652303.1																																																																																																											
OG0009802																																						GCF_001030265.1_Serr_marc_BWH57|WP_022652307.1																																																																																																											
OG0009803																																						GCF_001030265.1_Serr_marc_BWH57|WP_032147213.1																																																																																																											
OG0009804																																						GCF_001030265.1_Serr_marc_BWH57|WP_032180902.1																																																																																																											
OG0009805																																						GCF_001030265.1_Serr_marc_BWH57|WP_032420979.1																																																																																																											
OG0009806																																						GCF_001030265.1_Serr_marc_BWH57|WP_032430835.1																																																																																																											
OG0009807																																						GCF_001030265.1_Serr_marc_BWH57|WP_032430963.1																																																																																																											
OG0009808																																						GCF_001030265.1_Serr_marc_BWH57|WP_032637396.1																																																																																																											
OG0009809																																						GCF_001030265.1_Serr_marc_BWH57|WP_032637402.1																																																																																																											
OG0009810																																						GCF_001030265.1_Serr_marc_BWH57|WP_040251959.1																																																																																																											
OG0009811																																						GCF_001030265.1_Serr_marc_BWH57|WP_044715134.1																																																																																																											
OG0009812																																						GCF_001030265.1_Serr_marc_BWH57|WP_044715181.1																																																																																																											
OG0009813																																						GCF_001030265.1_Serr_marc_BWH57|WP_044715189.1																																																																																																											
OG0009814																																						GCF_001030265.1_Serr_marc_BWH57|WP_045342033.1																																																																																																											
OG0009815																																						GCF_001030265.1_Serr_marc_BWH57|WP_048232190.1																																																																																																											
OG0009816																																						GCF_001030265.1_Serr_marc_BWH57|WP_048232222.1																																																																																																											
OG0009817																																						GCF_001030265.1_Serr_marc_BWH57|WP_048232230.1																																																																																																											
OG0009818																																						GCF_001030265.1_Serr_marc_BWH57|WP_048232736.1																																																																																																											
OG0009819																																						GCF_001030265.1_Serr_marc_BWH57|WP_048232748.1																																																																																																											
OG0009820																																						GCF_001030265.1_Serr_marc_BWH57|WP_048233185.1																																																																																																											
OG0009821																																						GCF_001030265.1_Serr_marc_BWH57|WP_048233186.1																																																																																																											
OG0009822																																						GCF_001030265.1_Serr_marc_BWH57|WP_048233941.1																																																																																																											
OG0009823																																						GCF_001030265.1_Serr_marc_BWH57|WP_048234271.1																																																																																																											
OG0009824																																						GCF_001030265.1_Serr_marc_BWH57|WP_048234402.1																																																																																																											
OG0009825																																						GCF_001030265.1_Serr_marc_BWH57|WP_048234404.1																																																																																																											
OG0009826																																						GCF_001030265.1_Serr_marc_BWH57|WP_048234408.1																																																																																																											
OG0009827																																						GCF_001030265.1_Serr_marc_BWH57|WP_048234675.1																																																																																																											
OG0009828																																						GCF_001030265.1_Serr_marc_BWH57|WP_048234836.1																																																																																																											
OG0009829																																						GCF_001030265.1_Serr_marc_BWH57|WP_048235103.1																																																																																																											
OG0009830																																						GCF_001030265.1_Serr_marc_BWH57|WP_048235123.1																																																																																																											
OG0009831																																						GCF_001030265.1_Serr_marc_BWH57|WP_048235124.1																																																																																																											
OG0009832																																						GCF_001030265.1_Serr_marc_BWH57|WP_048235127.1																																																																																																											
OG0009833																																						GCF_001030265.1_Serr_marc_BWH57|WP_050592180.1																																																																																																											
OG0009834																																						GCF_001030265.1_Serr_marc_BWH57|WP_050886236.1																																																																																																											
OG0009835																																						GCF_001030265.1_Serr_marc_BWH57|WP_053059858.1																																																																																																											
OG0009836																																						GCF_001030265.1_Serr_marc_BWH57|WP_053059876.1																																																																																																											
OG0009837																																						GCF_001030265.1_Serr_marc_BWH57|WP_053059904.1																																																																																																											
OG0009838																																						GCF_001030265.1_Serr_marc_BWH57|WP_061351248.1																																																																																																											
OG0009839																																						GCF_001030265.1_Serr_marc_BWH57|WP_072001285.1																																																																																																											
OG0009840																																						GCF_001030265.1_Serr_marc_BWH57|WP_072031580.1																																																																																																											
OG0009841																																						GCF_001030265.1_Serr_marc_BWH57|WP_074168541.1																																																																																																											
OG0009842																																						GCF_001030265.1_Serr_marc_BWH57|WP_075335760.1																																																																																																											
OG0009843																																						GCF_001030265.1_Serr_marc_BWH57|WP_075335808.1																																																																																																											
OG0009844																																						GCF_001030265.1_Serr_marc_BWH57|WP_075335810.1																																																																																																											
OG0009845																																						GCF_001030265.1_Serr_marc_BWH57|WP_077265389.1																																																																																																											
OG0009846																																						GCF_001030265.1_Serr_marc_BWH57|WP_080347950.1																																																																																																											
OG0009847																																						GCF_001030265.1_Serr_marc_BWH57|WP_080348003.1																																																																																																											
OG0009848																																							GCF_001034395.1_Serr_marc_UCI87|WP_001514825.1																																																																																																										
OG0009849																																							GCF_001034395.1_Serr_marc_UCI87|WP_006320250.1																																																																																																										
OG0009850																																							GCF_001034395.1_Serr_marc_UCI87|WP_016236832.1																																																																																																										
OG0009851																																							GCF_001034395.1_Serr_marc_UCI87|WP_048322905.1																																																																																																										
OG0009852																																							GCF_001034395.1_Serr_marc_UCI87|WP_048323219.1																																																																																																										
OG0009853																																							GCF_001034395.1_Serr_marc_UCI87|WP_077258878.1																																																																																																										
OG0009854																																							GCF_001034395.1_Serr_marc_UCI87|WP_080347696.1																																																																																																										
OG0009855																																								GCF_001034405.1_Serr_marc_UCI88|WP_048321443.1																																																																																																									
OG0009856																																								GCF_001034405.1_Serr_marc_UCI88|WP_048321703.1																																																																																																									
OG0009857																																								GCF_001034405.1_Serr_marc_UCI88|WP_053063701.1																																																																																																									
OG0009858																																									GCF_001051865.1|WP_049294721.1																																																																																																								
OG0009859																																									GCF_001051865.1|WP_049294722.1																																																																																																								
OG0009860																																									GCF_001051865.1|WP_049294744.1																																																																																																								
OG0009861																																									GCF_001051865.1|WP_049295838.1																																																																																																								
OG0009862																																									GCF_001051865.1|WP_072070357.1																																																																																																								
OG0009863																																									GCF_001051865.1|WP_072070385.1																																																																																																								
OG0009864																																										GCF_001060335.1|WP_003050245.1																																																																																																							
OG0009865																																										GCF_001060335.1|WP_003090159.1																																																																																																							
OG0009866																																										GCF_001060335.1|WP_003090160.1																																																																																																							
OG0009867																																										GCF_001060335.1|WP_003098996.1																																																																																																							
OG0009868																																										GCF_001060335.1|WP_003153636.1																																																																																																							
OG0009869																																										GCF_001060335.1|WP_016239970.1																																																																																																							
OG0009870																																										GCF_001060335.1|WP_016852809.1																																																																																																							
OG0009871																																										GCF_001060335.1|WP_034137617.1																																																																																																							
OG0009872																																										GCF_001060335.1|WP_049269553.1																																																																																																							
OG0009873																																										GCF_001060335.1|WP_049269697.1																																																																																																							
OG0009874																																										GCF_001060335.1|WP_049269873.1																																																																																																							
OG0009875																																										GCF_001060335.1|WP_049270289.1																																																																																																							
OG0009876																																										GCF_001060335.1|WP_049270618.1																																																																																																							
OG0009877																																										GCF_001060335.1|WP_049270623.1																																																																																																							
OG0009878																																										GCF_001060335.1|WP_049270625.1																																																																																																							
OG0009879																																										GCF_001060335.1|WP_049271140.1																																																																																																							
OG0009880																																										GCF_001060335.1|WP_049271146.1																																																																																																							
OG0009881																																										GCF_001060335.1|WP_049272615.1																																																																																																							
OG0009882																																										GCF_001060335.1|WP_049273061.1																																																																																																							
OG0009883																																										GCF_001060335.1|WP_049273149.1																																																																																																							
OG0009884																																										GCF_001060335.1|WP_049273249.1																																																																																																							
OG0009885																																										GCF_001060335.1|WP_049273251.1																																																																																																							
OG0009886																																										GCF_001060335.1|WP_049273277.1																																																																																																							
OG0009887																																										GCF_001060335.1|WP_049274219.1																																																																																																							
OG0009888																																										GCF_001060335.1|WP_049288406.1																																																																																																							
OG0009889																																										GCF_001060335.1|WP_075200644.1																																																																																																							
OG0009890																																										GCF_001060335.1|WP_075200690.1																																																																																																							
OG0009891																																										GCF_001060335.1|WP_077175666.1																																																																																																							
OG0009892																																										GCF_001060335.1|WP_077791547.1																																																																																																							
OG0009893																																										GCF_001060335.1|WP_077791585.1																																																																																																							
OG0009894																																														GCF_001061145.1|WP_015369804.1																																																																																																			
OG0009895																																														GCF_001061145.1|WP_049277871.1																																																																																																			
OG0009896																																																			GCF_001063125.1|WP_000175735.1																																																																																														
OG0009897																																																			GCF_001063125.1|WP_001003263.1																																																																																														
OG0009898																																																			GCF_001063125.1|WP_001807343.1																																																																																														
OG0009899																																																			GCF_001063125.1|WP_001829877.1																																																																																														
OG0009900																																																			GCF_001063125.1|WP_002440499.1																																																																																														
OG0009901																																																			GCF_001063125.1|WP_002484573.1																																																																																														
OG0009902																																																			GCF_001063125.1|WP_002505089.1																																																																																														
OG0009903																																																			GCF_001063125.1|WP_002505091.1																																																																																														
OG0009904																																																			GCF_001063125.1|WP_049186337.1																																																																																														
OG0009905																																																			GCF_001063125.1|WP_075206486.1																																																																																														
OG0009906																																																			GCF_001063125.1|WP_075206487.1																																																																																														
OG0009907																																																			GCF_001063125.1|WP_075206489.1																																																																																														
OG0009908																																																			GCF_001063125.1|WP_075206493.1																																																																																														
OG0009909																																																								GCF_001064335.1|WP_049210689.1																																																																																									
OG0009910																																																										GCF_001064455.1|WP_049216984.1																																																																																							
OG0009911																																																														GCF_001064855.1|WP_075204014.1																																																																																			
OG0009912																																																																GCF_001065325.1|WP_049299116.1																																																																																	
OG0009913																																																																GCF_001065325.1|WP_049299973.1																																																																																	
OG0009914																																																																GCF_001065325.1|WP_049299974.1																																																																																	
OG0009915																																																																GCF_001065325.1|WP_049300021.1																																																																																	
OG0009916																																																																GCF_001065325.1|WP_049300025.1																																																																																	
OG0009917																																																																GCF_001065325.1|WP_049300785.1																																																																																	
OG0009918																																																																GCF_001065325.1|WP_049300786.1																																																																																	
OG0009919																																																																GCF_001065325.1|WP_049300788.1																																																																																	
OG0009920																																																																GCF_001065325.1|WP_049300838.1																																																																																	
OG0009921																																																																GCF_001065325.1|WP_049300840.1																																																																																	
OG0009922																																																																GCF_001065325.1|WP_053090367.1																																																																																	
OG0009923																																																																GCF_001065325.1|WP_075205922.1																																																																																	
OG0009924																																																																	GCF_001065405.1|WP_009654921.1																																																																																
OG0009925																																																																	GCF_001065405.1|WP_009654924.1																																																																																
OG0009926																																																																	GCF_001065405.1|WP_009654926.1																																																																																
OG0009927																																																																	GCF_001065405.1|WP_009654927.1																																																																																
OG0009928																																																																	GCF_001065405.1|WP_020323221.1																																																																																
OG0009929																																																																	GCF_001065405.1|WP_032625063.1																																																																																
OG0009930																																																																	GCF_001065405.1|WP_032625133.1																																																																																
OG0009931																																																																	GCF_001065405.1|WP_032625137.1																																																																																
OG0009932																																																																	GCF_001065405.1|WP_032650645.1																																																																																
OG0009933																																																																	GCF_001065405.1|WP_032650678.1																																																																																
OG0009934																																																																	GCF_001065405.1|WP_032650694.1																																																																																
OG0009935																																																																	GCF_001065405.1|WP_032650696.1																																																																																
OG0009936																																																																	GCF_001065405.1|WP_045892677.1																																																																																
OG0009937																																																																	GCF_001065405.1|WP_045898671.1																																																																																
OG0009938																																																																	GCF_001065405.1|WP_048980045.1																																																																																
OG0009939																																																																	GCF_001065405.1|WP_048980048.1																																																																																
OG0009940																																																																	GCF_001065405.1|WP_048980676.1																																																																																
OG0009941																																																																	GCF_001065405.1|WP_049239821.1																																																																																
OG0009942																																																																	GCF_001065405.1|WP_049240017.1																																																																																
OG0009943																																																																	GCF_001065405.1|WP_049240109.1																																																																																
OG0009944																																																																	GCF_001065405.1|WP_049240110.1																																																																																
OG0009945																																																																	GCF_001065405.1|WP_049240112.1																																																																																
OG0009946																																																																	GCF_001065405.1|WP_049240117.1																																																																																
OG0009947																																																																	GCF_001065405.1|WP_049240122.1																																																																																
OG0009948																																																																	GCF_001065405.1|WP_049240124.1																																																																																
OG0009949																																																																	GCF_001065405.1|WP_049240434.1																																																																																
OG0009950																																																																	GCF_001065405.1|WP_049240435.1																																																																																
OG0009951																																																																	GCF_001065405.1|WP_049240439.1																																																																																
OG0009952																																																																	GCF_001065405.1|WP_049240576.1																																																																																
OG0009953																																																																	GCF_001065405.1|WP_049242230.1																																																																																
OG0009954																																																																	GCF_001065405.1|WP_049242237.1																																																																																
OG0009955																																																																	GCF_001065405.1|WP_049242240.1																																																																																
OG0009956																																																																	GCF_001065405.1|WP_049242241.1																																																																																
OG0009957																																																																	GCF_001065405.1|WP_049242923.1																																																																																
OG0009958																																																																	GCF_001065405.1|WP_065426068.1																																																																																
OG0009959																																																																	GCF_001065405.1|WP_075201874.1																																																																																
OG0009960																																																																		GCF_001065845.1|WP_049193345.1																																																																															
OG0009961																																																																			GCF_001065935.1|WP_049193342.1																																																																														
OG0009962																																																																			GCF_001065935.1|WP_049194210.1																																																																														
OG0009963																																																																				GCF_001066015.1|WP_049222030.1																																																																													
OG0009964																																																																						GCF_001067015.1|WP_075206909.1																																																																											
OG0009965																																																																							GCF_001067375.1|WP_022065905.1																																																																										
OG0009966																																																																							GCF_001067375.1|WP_040198858.1																																																																										
OG0009967																																																																							GCF_001067375.1|WP_044173392.1																																																																										
OG0009968																																																																							GCF_001067375.1|WP_046623791.1																																																																										
OG0009969																																																																							GCF_001067375.1|WP_049232632.1																																																																										
OG0009970																																																																							GCF_001067375.1|WP_049232635.1																																																																										
OG0009971																																																																							GCF_001067375.1|WP_049232636.1																																																																										
OG0009972																																																																							GCF_001067375.1|WP_049232644.1																																																																										
OG0009973																																																																							GCF_001067375.1|WP_049232650.1																																																																										
OG0009974																																																																							GCF_001067375.1|WP_049232986.1																																																																										
OG0009975																																																																							GCF_001067375.1|WP_049233414.1																																																																										
OG0009976																																																																							GCF_001067375.1|WP_049233791.1																																																																										
OG0009977																																																																							GCF_001067375.1|WP_049235454.1																																																																										
OG0009978																																																																							GCF_001067375.1|WP_049235479.1																																																																										
OG0009979																																																																							GCF_001067375.1|WP_049235480.1																																																																										
OG0009980																																																																							GCF_001067375.1|WP_049235491.1																																																																										
OG0009981																																																																							GCF_001067375.1|WP_049301573.1																																																																										
OG0009982																																																																							GCF_001067375.1|WP_049301702.1																																																																										
OG0009983																																																																							GCF_001067375.1|WP_049301755.1																																																																										
OG0009984																																																																							GCF_001067375.1|WP_049301758.1																																																																										
OG0009985																																																																							GCF_001067375.1|WP_052454816.1																																																																										
OG0009986																																																																							GCF_001067375.1|WP_065404208.1																																																																										
OG0009987																																																																							GCF_001067375.1|WP_065426050.1																																																																										
OG0009988																																																																							GCF_001067375.1|WP_072040168.1																																																																										
OG0009989																																																																							GCF_001067375.1|WP_072269910.1																																																																										
OG0009990																																																																							GCF_001067375.1|WP_073971881.1																																																																										
OG0009991																																																																							GCF_001067375.1|WP_074442932.1																																																																										
OG0009992																																																																							GCF_001067375.1|WP_075203493.1																																																																										
OG0009993																																																																							GCF_001067375.1|WP_075203496.1																																																																										
OG0009994																																																																							GCF_001067375.1|WP_075203513.1																																																																										
OG0009995																																																																							GCF_001067375.1|WP_075203520.1																																																																										
OG0009996																																																																							GCF_001067375.1|WP_075203538.1																																																																										
OG0009997																																																																							GCF_001067375.1|WP_075206169.1																																																																										
OG0009998																																																																							GCF_001067375.1|WP_075206172.1																																																																										
OG0009999																																																																							GCF_001067375.1|WP_077791408.1																																																																										
OG0010000																																																																							GCF_001067375.1|WP_077791410.1																																																																										
OG0010001																																																																							GCF_001067375.1|WP_077791411.1																																																																										
OG0010002																																																																							GCF_001067375.1|WP_077791445.1																																																																										
OG0010003																																																																								GCF_001068085.1|WP_049198748.1																																																																									
OG0010004																																																																								GCF_001068085.1|WP_049200060.1																																																																									
OG0010005																																																																								GCF_001068085.1|WP_049200542.1																																																																									
OG0010006																																																																								GCF_001068085.1|WP_049201749.1																																																																									
OG0010007																																																																								GCF_001068085.1|WP_049201858.1																																																																									
OG0010008																																																																								GCF_001068085.1|WP_049202501.1																																																																									
OG0010009																																																																								GCF_001068085.1|WP_049202630.1																																																																									
OG0010010																																																																								GCF_001068085.1|WP_049202674.1																																																																									
OG0010011																																																																								GCF_001068085.1|WP_049202676.1																																																																									
OG0010012																																																																										GCF_001280365.1|WP_022651105.1																																																																							
OG0010013																																																																										GCF_001280365.1|WP_060659611.1																																																																							
OG0010014																																																																										GCF_001280365.1|WP_060659622.1																																																																							
OG0010015																																																																										GCF_001280365.1|WP_060660194.1																																																																							
OG0010016																																																																										GCF_001280365.1|WP_060660470.1																																																																							
OG0010017																																																																										GCF_001280365.1|WP_060660833.1																																																																							
OG0010018																																																																										GCF_001280365.1|WP_060660834.1																																																																							
OG0010019																																																																										GCF_001280365.1|WP_060660902.1																																																																							
OG0010020																																																																										GCF_001280365.1|WP_071845175.1																																																																							
OG0010021																																																																											GCF_001294565.1|WP_002353162.1																																																																						
OG0010022																																																																											GCF_001294565.1|WP_002353166.1																																																																						
OG0010023																																																																											GCF_001294565.1|WP_002353183.1																																																																						
OG0010024																																																																											GCF_001294565.1|WP_021519638.1																																																																						
OG0010025																																																																											GCF_001294565.1|WP_025471082.1																																																																						
OG0010026																																																																											GCF_001294565.1|WP_032442022.1																																																																						
OG0010027																																																																											GCF_001294565.1|WP_032442024.1																																																																						
OG0010028																																																																											GCF_001294565.1|WP_032442025.1																																																																						
